conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99d1ec37-e867-4b42-ac08-bee620936601,skill/competence,sector-specific,assess music therapy sessions,"assess sessions of music therapy
evaluate a music therapy session
analyse music therapy sessions
evaluate music therapy sessions
analyse assessment data of music therapy sessions
assess music therapy sessions
assess a music therapy session",,released,2016-12-20T19:17:48Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Review and assess music therapy sessions to monitor their effectiveness and to facilitate the planning of any subsequent sessions.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99dacbf5-d14c-4ce3-8d20-f3976a6f3818,skill/competence,occupation-specific,polish windshields,"burnish window glass
polish windshield
shine windshield
polish windshields
burnish windshields
shine window glass
finish windshields
polish wind-shield
finish window glass
clean windshield",,released,2016-12-20T20:02:30Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Polish replaced or repaired windshield or window glass of motor vehicles by using polish and a cloth.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99efce9c-a460-4e7e-873e-08a75da40061,knowledge,sector-specific,paint spraying techniques,"paint spraying skills
paint spraying performance
paint spraying technique
paint spraying techniques
paint spraying approaches
a paint spraying technique
techniques of paint spraying
paint spraying methods",,released,2016-12-20T20:40:25Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Field of information which distinguishes different kinds of paint spraying equipment and spraying techniques., and the order in which parts should be spray-painted."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99fc129e-360c-4174-9553-5c666a64a395,skill/competence,cross-sector,prepare scientific reports,"preparing scientific reports
preparing of scientific reports
preparation of scientific reports
technical report preparation
scientific report preparation
preparing of technical reports
preparation of technical reports
preparing technical reports
prepare technical reports",,released,2020-07-01T13:55:29.028Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare reports that describe results and processes of scientific or technical research, or assess its progress. These reports help researchers to keep up to date with recent findings."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99fce703-0335-40db-b7fc-e200e8c2f6e8,skill/competence,occupation-specific,pour molten metal into cores,"pour molten metal into cores
molten metal pouring into cores
molten steel pouring into cores
pouring molten steel into cores
pouring molten metal into cores
pouring of molten steel into cores
pouring of molten metal into cores",,released,2016-12-20T19:54:21Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Pour molten steel or metal into cores; operate by hand, for example or by using cranes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a027055-a851-44a7-bf48-49373f2e899d,skill/competence,sector-specific,understand the needs of animals,"appreciate animal needs and facilitate their well-being
perceive the needs of animals and ensure their well-being
carry out activities to ensure the well-being of animals according to their needs
comprehend the needs of animals
perform activities to ensure the well-being of animals
appreciate the needs of animals and facilitate their well-being
understand and meet animal needs
understand animal needs
understand the needs of animals
understand and meet the needs of animals
comprehend and satisfy animal needs
comprehend and satisfy the needs of animals",,released,2017-02-13T10:56:19Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Learn and understand the needs of an animal and practice concern for its well-being, no matter how small the task.'"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a0c96a2-8ffb-4384-b9e8-8928e7f86e23,skill/competence,cross-sector,control aquatic production environment,"aquatic production environment assessing
evaluate aquatic production environment
control aquatic production environment
aquatic production environment evaluating
evaluating aquatic production environment
assessing aquatic production environment",,released,2016-12-20T17:25:30Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Assess the impact of biological conditions such as algae and fouling organisms by managing water intakes, catchments and oxygen use."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba,knowledge,occupation-specific,information governance compliance,"governance, risk and compliance
governance information compliance
information governance compliance
company policy compliance
information compliance governance",,released,2017-01-05T12:02:55Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The policies regarding processes and procedures for use of information, the balance between information availability and information security and IPR (Intellectual Property Rights) and personal data protection."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a10411b-8758-4cf3-9c2f-b17ff6d752c6,skill/competence,occupation-specific,implement the airside safety auditing system,"implement the airside safety auditing system
implement the inspection system for airside safety
ensure operational departments maintain airside safety through auditing system
ensure airside safety through auditing system
deliver the airside safety auditing system
maintain airside safety through auditing system
implement the auditing system for airside safety
develop airside safety auditing system for operational departments
implement the airside safety inspection system",,released,2016-12-20T20:58:50Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Implement airside safety auditing system for operational departments.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a16345b-337f-4c0b-a344-68182cd015c6,knowledge,sector-specific,intermodal options,"intermodal systems
different forms of intermodal transport
intermodal options
different systems of intermodal transport
different systems of intermodal transportation
current and future intermodal transport options
intermodal opportunities
different forms of intermodal transportation
intermodal choices
intermodal alternatives
current and future intermodal transportation options",,released,2016-12-20T21:18:28Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Know current and future intermodal options and alternatives such as the piggybacking system, the road-rail system, fishy back system, birdyback systems, low body systems or the push-pull cargo sprinter."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a25b5b8-8b41-4dcd-8bd7-0034542836a2,skill/competence,cross-sector,adjust voltage,"voltage adjusting
adjust voltage
changing voltage
adjusting voltage
voltage changing
change voltage",,released,2016-12-20T18:34:32Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Adjust voltage in electrical equipment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a26b8b7-ec0f-46f8-a698-1f07cef1c5e3,skill/competence,sector-specific,ensure vessel compliance with regulations,"ensure ship parts
maintain ship compliance with regulations
ensure ship compliance with regulations
ensure ships adhere to regulations
ensure ship components meet regulations
ensure vessel compliance with regulations
ensure vessel adhere to regulations
maintain vessel compliance with regulations
ensure vessel complies with regulations
ensure vessel parts
ensure ship complies with regulations
ensure vessel components meet regulations",,released,2021-12-10T19:55:38.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inspect vessels, vessel components, and equipment; ensure compliance with standards and specifications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a291bba-f692-4efa-9022-0ee64fcc19c5,skill/competence,sector-specific,remove glass from windows,"removal of glass from windows
remove window glass
remove glass pane
removing window glass
removing glass pane
remove window pane
removing glass from windows
removing window pane
remove glass from windows
removal of window glass
window glass removal",,released,2016-12-20T18:22:04Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Remove glass from windows without causing damage. Inspect the windows and take the necessary steps, like removing putty and prying out glazer's points. Recover the pane in one piece and clean it if called for."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a2d4c66-d687-491a-a12a-81427710aa29,skill/competence,occupation-specific,park vehicles in depot,"vehicle parking in designated area
parking vehicles in depot
parking vehicles in designated area
vehicle parking in depot
park vehicles in depot",,released,2016-12-20T18:40:43Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Park the vehicles used for professional activities in the designated area of vehicle storage after use, in a safe manner compliant with regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a2f244d-e9c7-4ac3-950d-7dc974a08e95,skill/competence,sector-specific,perform routine maintenance on railway engines,"perform routine maintenance on railway engines
undertake routine maintenance on railway engines
maintain railway engines
perform routine rail engine maintenance activities
perform routine maintenance on rail engines
perform routine maintenance of railway engines
conduct routine maintenance on railway engines
perform routine railway engine maintenance activities
undertake routine maintenance on rail engines
maintain railway engine components
maintain rail engine components
conduct routine maintenance on rail engines",,released,2016-12-20T21:01:38Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Perform routine tasks to maintain railway engines, such as replacing oil and lubricating engines."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a350a15-0f93-4c3b-9954-32bd19c8e91e,skill/competence,sector-specific,manage acute oncology patients,"manage acute oncology emergencies
treat acute cancer patients
manage acute oncology patients
treat acute oncology patients
manage acute oncology emergency
treat acute oncology-patients",,released,2016-12-20T19:12:20Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Handle acutely ill patients with side-effects of radiotherapy, chemotherapy and metastatic spinal cord compression and manage new cancer patients presenting for the first time as an emergency."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a354775-1a03-4258-a357-be4ab0a07465,skill/competence,sector-specific,establish green roof,"vegetation on roof establishing
green roof establishing
establish vegetation on roof
establishing green roof
establishing vegetation on roof
establish green roof",,released,2016-12-20T17:23:38Z,,,"http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Establish vegetation on roofs, takinig into account water and drainage, filters and soil. Plant suitable grasses, and possibly bushes and trees. Establish the green roof with regards to health and safety regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a35cb50-8106-45f9-8aba-2df99dd6f913,knowledge,sector-specific,ABBYY FineReader,ABBYY FineReader,,released,2022-07-05T14:33:44.716Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The computer program ABBYY FineReader is software that electronically converts printed and typed images into machine-encoded text so that documents can be electronically stored, edited and digitally displayed."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a3c04b7-c259-44a5-8ec0-382460be3b5d,skill/competence,cross-sector,maintain vessel technical equipment according to instructions,"preserve ship technical equipment according to instructions
carry out maintenance activities on vessel devices following technical instructions
maintain ship technical devices according to instructions
maintain vessel technical equipment according to instructions
conduct maintenance activities on vessel equipment following technical instructions
conduct maintenance activities on ship equipment following technical instructions
preserve vessel technical equipment according to instructions
ensure maintenance of vessel devices and equipment according to technical instructions
maintain ship technical equipment according to instructions
carry out maintenance activities on ship devices following technical instructions
maintain vessel technical devices according to instructions",,released,2016-12-20T21:03:54Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate and maintain technical equipment and devices according to technical instructions.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282,skill/competence,transversal,interact verbally in Greek,"interacting verbally in Greek
be fluent in Greek
speak Greek
communicate verbally in Greek
verbally interact in Greek
interact verbally in Greek",,released,2017-01-20T14:15:02Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/member-skills",Communicate orally in Greek.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a4e91f4-67a4-45d3-b717-743b2c2ab733,skill/competence,cross-sector,check subjects,"checking subjects
probe subjects
check subjects
examine subjects
check subject",,released,2016-12-20T20:10:31Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Gather and check all relevant information on a person, company or other subject in the context of an investigation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a544a6f-5ef1-41f2-b94e-fef4efac7dbb,skill/competence,cross-sector,operate lacquer spray gun,"operate lacquer spray gun
paint sprayer working
utilise lacquer spray gun
use lacquer spray gun
use paint sprayer
lacquer spray gun working
run paint sprayer
run lacquer spray gun
utilise paint sprayer",,released,2016-12-20T19:46:55Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Operate a semi-automatic or handheld spray gun designed to provide the surface of a workpiece with a hard, durable finishing coat, safely and according to regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,skill/competence,cross-sector,think abstractly,,,released,2021-07-09T16:04:30.136Z,,,"http://data.europa.eu/esco/concept-scheme/research,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Demonstrate the ability to use concepts in order to make and understand generalisations, and relate or connect them to other items, events, or experiences."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a592731-dd20-4ca4-a7e4-1553a9b58831,skill/competence,occupation-specific,repair hearing aids,"implement repairs for hearing aids
perform repairs for a hearing aid
perform repairs for hearing aids
complete repairs for hearing aids
perform a repair for a hearing aid
undertake repairs for hearing aids
performing repairs for hearing aids",,released,2020-06-17T06:19:44.558Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Perform basic repairs, replacements and adjustments to hearing aids at the customers' specific request."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a5a5a61-15ee-4ffd-9fe9-b5e9fab9b261,skill/competence,sector-specific,educate healthcare users on nutrition,"educate healthcare user on nutrition
help healthcare users select meals
educate health care users on nutrition
teach healthcare users on nutrition
inform health care users on nutritional value of meals
educate healthcare users on nutrition",,released,2016-12-20T19:29:26Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Help healthcare users and caregivers with choosing meals from a modified therapeutic selective menu, explaining nutritional principles, dietary plans and diet modifications, food selection and preparation and providing and explaining materials and publications to support the nutrition care plan."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a5b670b-81b5-4807-8db6-a5d5b8413f83,skill/competence,cross-sector,cope with blood,"deal with blood
handle blood
endure blood
coping with blood
cope with blood
manage blood",,released,2016-12-20T18:56:55Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Cope with blood, organs, and other internal parts without feeling distressed."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a6972ce-4367-4ccc-bd75-27eea74229a2,skill/competence,occupation-specific,use caulking tools,"utilise caulking compounds
use caulking tools
work with caulking tools
use caulking compounds
make use of caulking tools
use sealant
use a caulking tool
apply caulking tools
work with calking tools",,released,2016-12-20T20:03:23Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Use caulking mallet and iron to drive oakum (hemp fibers soaked in pine tar) into the seam between planks to make boats watertight.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a6e9f3a-830d-4bdf-9aee-3db636e8e93d,knowledge,sector-specific,livestock farming systems,"systems of livestock husbandry
types of livestock husbandry systems
range of livestock farming systems
systems for livestock husbandry
characteristics of livestock husbandry systems
livestock farming systems
systems for livestock farming
characteristics of livestock farming systems
range of livestock husbandry systems
systems of livestock farming
types of livestock farming systems",,released,2021-07-30T13:41:49.954Z,Both organic and non-organic farming systems,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The allocation of farming resources in relation to livestock farming and husbandry systems.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a77486b-4cb2-4b84-9a78-dc6c4e2bd545,skill/competence,occupation-specific,make critical decisions regarding the processing of food,"make a critical decision regarding the processing of food
make critical decisions regarding the food processing
make critical decisions regarding the processing of food
carry out critical decisions regarding the processing of food
implement critical decisions regarding the processing of food
undertake critical decisions regarding the processing of food",,released,2016-12-20T18:59:36Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Take responsibility to make critical decisions regarding the production of food and the quality of produced goods.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a7cc3c2-b529-44a4-ab8e-f04fc91362e2,knowledge,sector-specific,professional documentation in health care,"professional documentation in health-care
professional documentation in health care
professional documentation in the health care sector
professional written standards  in health care
professional health care documentation",,released,2016-12-20T19:15:02Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",The written standards applied in the health care professional environments for documentation purposes of one`s activity.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a8043af-5b1c-4f16-9e00-39416b46f512,skill/competence,cross-sector,monitor nuclear power plant systems,"monitor nuclear power plant systems
nuclear power plant system controlling
monitoring nuclear power plant systems
nuclear power plant systems controlling
nuclear power plant systems monitoring
controlling nuclear power plant systems
nuclear power plant system monitoring
control nuclear power plant systems",,released,2016-12-20T18:39:21Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Control nuclear plant systems, such as ventilation and water draining systems, to ensure proper functioning and identify irregularities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a825ed0-6186-4e18-9db7-6975e9d70dea,skill/competence,sector-specific,weld mining machinery ,"weld machinery in mines
welding of mining machinery
welding of mine machinery
weld mining machinery
repairing mine machinery
weld machines in mines
repair mine machinery
mine machinery welding
repair machinery in mines
repairing of mining machinery
repair machines in mines",,released,2020-06-22T19:37:08.989Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Cut and weld pieces of metal in order to repair broken metal parts, or to assemble new parts."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a8bb4aa-44d7-42bc-a772-27da12c61a27,skill/competence,sector-specific,monitor operations of cleaning machines,"view operations of cleaning machines
monitor the operations of a cleaning machines
monitor operations of cleaning machines
watch operations of cleaning machines
monitoring operations of cleaning machines
monitor the operation of cleaning machines
supervise operations of cleaning machines
oversee operations of cleaning machines",,released,2016-12-20T20:51:54Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Monitor the operation of cleaning equipment; stop machines or immediately notify supervisors should incidents or malfunctions occur.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a8cc769-a41a-4873-8fb1-fdda0aedc94d,skill/competence,occupation-specific,prepare vehicles for painting,"arrange vehicles for application of paint
supply vehicles for application of paint
plan vehicles for application of paint
prepare a vehicle for application of paint
prepare vehicles for application of paint
provide vehicles for application of paint
preparing a vehicle for an application of paint
develop vehicles for application of paint
preparing vehicles for application of paint",,released,2020-06-16T13:41:15.93Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Set up vehicles for standard or custom paint job. Prepare painting equipment and cover vehicle parts that should be protected from paint.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a8f5432-fb04-498d-9ba4-a4e1444ff056,skill/competence,sector-specific,record multi-track sound,"record audio on a multi-track
record a multi-track sound
record sounds on multi-track
record multi-track sound
record multi-track audio",,released,2022-07-05T14:38:15.447Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Recording and mixing audio signals from different sound sources on a multi-track recorder.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a922e78-dcbb-4d95-908b-0ba34fc06449,skill/competence,sector-specific,write musical scores,"apply music theory for score writing
use music theory for score writing
use music theory for writing  scores
write musical scores
write ensemble musical scores
write orchestra musical scores
apply music theory for writing  scores
write scores",,released,2017-01-03T17:18:24Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Write musical scores for orchestras, ensembles or individual instrumentalists using knowledge of music theory and history. Apply instrumental and vocal capabilities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a9272df-398b-4787-bd51-53d5e8d999eb,skill/competence,sector-specific,support service users to use technological aids,"support service users to use technological aids
support service users to use a technological aid
support a service user to use technological aids
support service users' use of technological aids
support service users in using technological aids
support service users to use technological aid
explain the use of technological aids to service users
help service users to use technological aids
encourage service users to use technological aids",,released,2016-12-20T19:18:34Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Work with individuals to identify appropriate aids, supporting them to use specific technological aids and review their effectiveness."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a97c406-e9c3-4a22-8d16-74bb2fae96b5,skill/competence,cross-sector,watch video and motion picture production products,"screen video and motion picture production products
see video and motion picture production products
view video and motion picture production products
watch video and motion picture production products
watching video and motion picture production products
review video and motion picture production products
watch video and motion picture production product",,released,2016-12-20T19:45:50Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Watch films and television broadcasts closely and with attention to detail to give your objective view on them.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a98807f-528d-433b-a786-ec136b734a4a,skill/competence,occupation-specific,manage capsule rings,"supervising capsule ring filling
supervise capsule ring filling
capsule ring managing
manage capsule rings
managing capsule rings
capsule ring filling supervising",,released,2016-12-20T18:15:27Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Manage the filling of capsule rings with empty capsules, uncoupling the rings when the lower half of capsules is filled with powdered medicine, recoupling the rings and inserting them into closing and ejecting forks."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a98c30f-fac7-401d-b2a0-852c2f00aae3,skill/competence,sector-specific,liaise with guest facilities providers,"liaise with guest facility providers
liaise with coach companies
liaise with guest facilities providers
liaise with restaurants
liaise with providers of guest facilities
liaise with hotels",,released,2016-09-15T10:51:09Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Communicate with hotel personnel, transport companies and other relevant services well before arrival and ensure everything is accurately planned beforehand."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a9e28ad-4d03-4a06-ac8e-26938a3767b3,skill/competence,sector-specific,develop components separation processes,"components separation process developing
developing components separation processes
components separation processes creating
components separation process creating
creating components separation processes
create components separation processes
components separation processes developing
develop components separation processes",,released,2016-12-20T18:14:57Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Develop new processes using controlled chemical processes in order to perform liquid or gases components separation or to generate electrical currents.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9aa2a1cb-37a6-4f3b-9610-0dadee1ec8ed,skill/competence,sector-specific,communicate with elderly groups ,,,released,2021-12-16T09:31:36.909Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Use verbal and non-verbal communication and communicate with groups of elderly persons through writing, electronic means, or drawing. Listen carefully and adapt the communication to older people's age, needs, characteristics, abilities, preferences, and culture."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9aabb257-530a-4a38-83c8-35ca52caa954,knowledge,sector-specific,rubber technology,"mechanical rubber properties
rubber compounding
rubber and tire industry
rubber types
in-rubber properties",,released,2020-12-09T08:43:02.048Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Rubber characteristics and compounding methodology that allow elaboration on different rubber types and micro/macro properties of rubber compounds.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ab0a456-e4f6-4070-a360-46e1009b6c0d,skill/competence,sector-specific,use CAE software,"work with CAE software
manage CAE software
utilise CAE software
use CAE softwares
apply computer-aided engineering software
be familiar with CAE software
make use of CAE software
employ CAE software
use computer-aided engineering software
use CAE software",,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Work with computer-aided engineering (CAE) tools to perform analysis tasks such as Finite Element Analysis and Computational Fluid Dynamics.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ab25f31-8aa8-4367-bff0-b7c6ca07ac0b,skill/competence,sector-specific,interpret urology diagnostic tests,"interpret urology diagnostic tests
interpret diagnostic tests in urology
interpret urology diagnostic test
perform diagnostic procedures in urology
interpret diagnostic test in urology
analyse urology diagnostic tests
analyze urology diagnostic tests",,released,2016-12-20T19:18:49Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Perform diagnostic procedures relevant to urology such as urinalysis, semen analysis, prostatic fluid examination, ultrasonography of the bladder, kidneys, and prostate."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ab32fb9-93e4-4226-84a1-fbfaf5c71eb6,skill/competence,sector-specific,respond to changing navigation circumstances,"react decisively to changing navigation conditions
respond to changing conditions in navigation
respond to changing navigation circumstances
react decisively to unexpected changes in navigation
respond to changing circumstances while navigating
react to changes in navigation conditions
respond to changing navigation conditions
respond to changing circumstances in navigation
respond to changing conditions while navigating
react appropriately to changing navigation circumstances",,released,2017-01-26T08:21:35Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Respond decisively and in sufficient time to unexpected and rapidly changing situations while navigating.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9aba81c6-b5b3-4c32-ab93-4280c17179fc,skill/competence,cross-sector,manage relationships with artists,"manage relationships with artists
maintain  relationships with artists
regulate  relationships with artists
managing relationships with artists
manage a relationships with an artist
manage relationship with artists
supervise  relationships with artists
oversee  relationships with artists",,released,2016-12-20T20:43:24Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Develop relationships with artists new to the gallery, and extend existing relationships with established artists."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,knowledge,transversal,Slovenian,"Slovene
ability to comprehend spoken and written Slovenian and to speak and write in Slovenian
competent in Slovenian
Slovenian",,released,2017-01-20T16:20:34Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/member-skills",The Slovenian language. Slovenian is an official and working language of the EU.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ad0f884-464c-4491-adf3-4cea37ccffad,skill/competence,sector-specific,maintain water distribution equipment,"maintaining water distribution equipment
repairing water distribution equipment
maintain water distribution equipment
water distribution equipment maintaining
water distribution equipment repairing",,released,2016-12-20T18:41:01Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Perform routine maintenance tasks, identify flaws, and perform repairs on the equipment used in the supply and distribution of clean water."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ad3c429-04d9-4ed5-acc2-9bdd345ee5ac,knowledge,occupation-specific,anodising specifications,"anodising processes
electroplating conditions
electroplating specifications
anodising specifications
anodising stipulations
anodising conditions
electroplating processes
electroplating stipulations",,released,2021-12-10T19:55:59.396Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The various specifications used in the anodising process, three of which are types of aluminium anodisation (chromic acid anodising, sulfric acid anodising and sulfric acid hardcoat anodising), but also non-aluminium based types such as phosphoric acid anodising, organic acid anodising, plasma electrolytic oxidation, and borate and tartrate baths."
